siruta,primar,id_partid_principal,nume_partid_principal,linkp
153240,IONESCU ATANASE,61,PARTIDUL SOCIAL DEMOCRAT,
151978,PÂRVU PETRE,62,UNIUNEA SOCIAL LIBERALĂ,
152172,COJOCARU MIHAIL,62,UNIUNEA SOCIAL LIBERALĂ,
152234,RĂBOJ DANIEL,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4342 </br> http://www.pna.ro/comunicat.xhtml?id=4343 </br>
152500,CUCUREZEANU MARIAN,15,PARTIDUL DEMOCRAT LIBERAL,
152270,BURCEA FLORENTIN,15,PARTIDUL DEMOCRAT LIBERAL,
152314,CHIRAN DIAN,62,UNIUNEA SOCIAL LIBERALĂ,
152564,PEȚA VIOREL,31,PARTIDUL NAȚIONAL LIBERAL,
152902,BUCUR PETRE,62,UNIUNEA SOCIAL LIBERALĂ,
153339,MIHĂILĂ VIOREL,15,PARTIDUL DEMOCRAT LIBERAL,
153400,MOCANU ION,62,UNIUNEA SOCIAL LIBERALĂ,
154709,IONESCU I. CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
179739,ȘOAVĂ EUGEN,31,PARTIDUL NAȚIONAL LIBERAL,
153936,ȘUNĂ MARIUS,62,UNIUNEA SOCIAL LIBERALĂ,
125588,BOBONETE NICULIȚĂ,31,PARTIDUL NAȚIONAL LIBERAL,
74883,STANCU ION,61,PARTIDUL SOCIAL DEMOCRAT,
126102,GUȘATU DĂNUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
126077,RADU MILTIADE,62,UNIUNEA SOCIAL LIBERALĂ,
129745,CIUPITU MARIN,31,PARTIDUL NAȚIONAL LIBERAL,
153909,BRICEAG STAN,15,PARTIDUL DEMOCRAT LIBERAL,
154013,ȘEFU MARIAN,61,PARTIDUL SOCIAL DEMOCRAT,
129898,STĂNESCU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
154139,CĂLIN LUCIAN,62,UNIUNEA SOCIAL LIBERALĂ,
129184,VASILE MARIAN,15,PARTIDUL DEMOCRAT LIBERAL,
129460,GULIE VIRGIL,61,PARTIDUL SOCIAL DEMOCRAT,
129567,NEGRILĂ MARIAN,31,PARTIDUL NAȚIONAL LIBERAL,
129629,SPIRIDON ION,62,UNIUNEA SOCIAL LIBERALĂ,
129718,RĂDULESCU SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
127938,OIȚĂ VIOREL,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
128613,CĂLIN MARIN,31,PARTIDUL NAȚIONAL LIBERAL,
128864,BĂLUȚĂ MARIAN,61,PARTIDUL SOCIAL DEMOCRAT,
154344,ȘTEFAN MARINEL,62,UNIUNEA SOCIAL LIBERALĂ,
130375,ȚOL FLORIN CRISTIAN,61,PARTIDUL SOCIAL DEMOCRAT,
151790,DRĂGUȘIN VICTOR,62,UNIUNEA SOCIAL LIBERALĂ,
151816,GROSU FLOREA,15,PARTIDUL DEMOCRAT LIBERAL,
155154,BĂRBULESCU FLORICA AURELIA,62,UNIUNEA SOCIAL LIBERALĂ,
152993,DRAGNE MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
152332,TRĂISTARU VALENTIN,62,UNIUNEA SOCIAL LIBERALĂ,
152412,NIȚU GEORGE VALENTIN,15,PARTIDUL DEMOCRAT LIBERAL,
152617,LICĂ IULIAN,15,PARTIDUL DEMOCRAT LIBERAL,
152662,SITEAVU MINEL - GELU,62,UNIUNEA SOCIAL LIBERALĂ,
125490,ȘOANCĂ ȘTEFAN VIOREL,62,UNIUNEA SOCIAL LIBERALĂ,
151709,GÂDEA ANGHEL,62,UNIUNEA SOCIAL LIBERALĂ,
153151,BUZALĂ MARIN,62,UNIUNEA SOCIAL LIBERALĂ,
154497,MAGEREANU IOANA,15,PARTIDUL DEMOCRAT LIBERAL,
154460,BARBU COSTEL,15,PARTIDUL DEMOCRAT LIBERAL,
155083,ANDREI GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
154834,PISICĂ FLORIAN GELU,62,UNIUNEA SOCIAL LIBERALĂ,
154914,NEAMU TIBERIU DAN,15,PARTIDUL DEMOCRAT LIBERAL,
155145,CÂRJAN GABRIEL,62,UNIUNEA SOCIAL LIBERALĂ,
67906,VLAD ION,62,UNIUNEA SOCIAL LIBERALĂ,
152868,LETCANU VICTOR,15,PARTIDUL DEMOCRAT LIBERAL,
153561,CHERA DĂNUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
153605,GROSU DANIEL,15,PARTIDUL DEMOCRAT LIBERAL,
128560,SÂRBU VERGIL,62,UNIUNEA SOCIAL LIBERALĂ,
127224,IOVANCEA DOREL,31,PARTIDUL NAȚIONAL LIBERAL,
153829,RĂDUCA PETRE,62,UNIUNEA SOCIAL LIBERALĂ,
153865,CIOACĂ ION,31,PARTIDUL NAȚIONAL LIBERAL,
153124,BĂCANU DANIEL SORIN,15,PARTIDUL DEMOCRAT LIBERAL,
153277,OPRINA ION,62,UNIUNEA SOCIAL LIBERALĂ,
153589,MARCEA ADELI OCTAVIAN,61,PARTIDUL SOCIAL DEMOCRAT,
71634,CELĂREANU STELIAN,62,UNIUNEA SOCIAL LIBERALĂ,
153776,NEDEA SIMION,62,UNIUNEA SOCIAL LIBERALĂ,
154166,ISVORANU ION,62,UNIUNEA SOCIAL LIBERALĂ,
154996,VÎLCU SANDU,62,UNIUNEA SOCIAL LIBERALĂ,
154415,MOISE ALEXANDRU,15,PARTIDUL DEMOCRAT LIBERAL,
100549,GHEONU MIHAI,62,UNIUNEA SOCIAL LIBERALĂ,
105348,ENE I. ILIE,57,PARTIDUL POPORULUI - DAN DIACONESCU,
126148,MARANCEA IONEL,62,UNIUNEA SOCIAL LIBERALĂ,
129282,MĂGUREANU VIOREL MARIUS,62,UNIUNEA SOCIAL LIBERALĂ,
152127,PIRNEA MARIN,62,UNIUNEA SOCIAL LIBERALĂ,
154380,BRÂNZĂREA STELIAN,62,UNIUNEA SOCIAL LIBERALĂ,
72052,ILIESCU DUMITRU,49,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,
105909,BĂLAN J.MARIAN,61,PARTIDUL SOCIAL DEMOCRAT,
127144,POPESCU MARIUS ȘTEFAN,62,UNIUNEA SOCIAL LIBERALĂ,
154790,TUDORICĂ MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
154852,DRĂGHICI AUREL,62,UNIUNEA SOCIAL LIBERALĂ,
127368,VELICA MIRCEA,61,PARTIDUL SOCIAL DEMOCRAT,
155109,DONCEA COSTICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
155118,POPA MARIAN,15,PARTIDUL DEMOCRAT LIBERAL,
153204,STAN NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
129040,TOMA CONSTANTIN GICĂ,61,PARTIDUL SOCIAL DEMOCRAT,
125542,OANE IULICĂ,61,PARTIDUL SOCIAL DEMOCRAT,
73031,DINU ION,61,PARTIDUL SOCIAL DEMOCRAT,
70673,ROȘIU VALENTIN,61,PARTIDUL SOCIAL DEMOCRAT,
103130,MARIN TUDOR,62,UNIUNEA SOCIAL LIBERALĂ,
127126,IMIREANU DOREL CĂTĂLIN,62,UNIUNEA SOCIAL LIBERALĂ,
127251,PASCU N. MIREL,61,PARTIDUL SOCIAL DEMOCRAT,
103194,MARCU DUMITRU,31,PARTIDUL NAȚIONAL LIBERAL,
128524,BĂLĂ DAN,62,UNIUNEA SOCIAL LIBERALĂ,
128472,SÎIA NICUȘOR,31,PARTIDUL NAȚIONAL LIBERAL,
153623,ALEXE MARCEL,15,PARTIDUL DEMOCRAT LIBERAL,
151763,POPESCU DOREL,62,UNIUNEA SOCIAL LIBERALĂ,
125472,CIOCĂZANU EDUARD CLAUDIU,61,PARTIDUL SOCIAL DEMOCRAT,
126718,TUDORAȘCU GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
129095,DAMIAN ALEXANDRU,57,PARTIDUL POPORULUI - DAN DIACONESCU,
130026,TOCEA ST. MARIAN,61,PARTIDUL SOCIAL DEMOCRAT,
126585,SOARE NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
126647,ALIMAN D. ION,57,PARTIDUL POPORULUI - DAN DIACONESCU,
153696,DINCĂ ION,15,PARTIDUL DEMOCRAT LIBERAL,
130339,CRANTA GICU,31,PARTIDUL NAȚIONAL LIBERAL,
151870,DUICĂ CRISTIAN,61,PARTIDUL SOCIAL DEMOCRAT,
151834,BADEA IULIAN,62,UNIUNEA SOCIAL LIBERALĂ,
152350,HAITĂ GABRIEL,62,UNIUNEA SOCIAL LIBERALĂ,
154184,MANOLEA FLOREA,62,UNIUNEA SOCIAL LIBERALĂ,
154736,DANA BENONE,62,UNIUNEA SOCIAL LIBERALĂ,
152467,COMAN ION,62,UNIUNEA SOCIAL LIBERALĂ,
152948,DRAGOMIR PAUL VALICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
128588,CHIREA ALEXANDRU,62,UNIUNEA SOCIAL LIBERALĂ,
72007,DRĂGOI NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
125622,ROTARU PANTELIE,61,PARTIDUL SOCIAL DEMOCRAT,
125659,NEGRILĂ FLOREA,57,PARTIDUL POPORULUI - DAN DIACONESCU,
125962,OPREA CICI - CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
127536,DOBRIȚA CONSTANTIN,31,PARTIDUL NAȚIONAL LIBERAL,
127750,UDREA TUDOR,62,UNIUNEA SOCIAL LIBERALĂ,
151736,GEARĂ ION GHEORGHE CĂTĂLIN,62,UNIUNEA SOCIAL LIBERALĂ,
152252,NEAGU DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
153106,BEȘU FLOREA,62,UNIUNEA SOCIAL LIBERALĂ,
153507,BUDICĂ GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
153543,OLTEANU IONEL,62,UNIUNEA SOCIAL LIBERALĂ,
103238,CĂRĂPĂNCEANU CONSTANTIN,31,PARTIDUL NAȚIONAL LIBERAL,
103309,DAIA A. T. DĂNUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
103899,STANCIU A. ALIN - BANICA,62,UNIUNEA SOCIAL LIBERALĂ,
104715,BREAZU GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
104788,SPĂLATU COSTEL,61,PARTIDUL SOCIAL DEMOCRAT,
104975,PAȘOL IONEL,56,PARTIDUL CONSERVATOR,
105295,ȘIU SILVIAN,62,UNIUNEA SOCIAL LIBERALĂ,
135618,TĂBĂRAȘ VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
135654,NEAGOE CRISTIAN,62,UNIUNEA SOCIAL LIBERALĂ,
163379,ILIEȘ GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
110063,MANEA ION,62,UNIUNEA SOCIAL LIBERALĂ,
136198,MANOLE ADRIAN,15,PARTIDUL DEMOCRAT LIBERAL,
179711,CALIN MARIN,15,PARTIDUL DEMOCRAT LIBERAL,
14673,LEAU VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
13392,BĂRBUCEANU MIHAIL - DORIN,62,UNIUNEA SOCIAL LIBERALĂ,
13668,BAICEA ION,15,PARTIDUL DEMOCRAT LIBERAL,
13757,BOȚÂRCĂ GHEORGHIȚĂ,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
13935,DUMITRU ION,62,UNIUNEA SOCIAL LIBERALĂ,
17824,BÎLEA CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
15233,NĂSTASE FLORIAN - LIVIU,15,PARTIDUL DEMOCRAT LIBERAL,
15554,DIACONU DUMITRU,15,PARTIDUL DEMOCRAT LIBERAL,
15652,ȚUCĂ GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
16757,IBRIC MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
16944,DRĂGAN GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
17496,ENE FLOREA,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
17254,MATEI GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
18475,BĂLĂȘOIU AUREL,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
19212,DUMITRU FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,
18581,MICU LAURENȚIU IONUȚ,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
19007,RADU DORU,62,UNIUNEA SOCIAL LIBERALĂ,
19793,DOCHINOIU NICULAIE,15,PARTIDUL DEMOCRAT LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
131256,TISEANU HORIA LAURENȚIU,15,PARTIDUL DEMOCRAT LIBERAL,
65752,ANDREI M. LUCIAN DANIEL,15,PARTIDUL DEMOCRAT LIBERAL,
66580,MANDA I. MARIN,61,PARTIDUL SOCIAL DEMOCRAT,
67675,CHIRITA ADRIAN IONEL,15,PARTIDUL DEMOCRAT LIBERAL,
67167,GIURESCU DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
67327,VOINESCU I. MARIN,15,PARTIDUL DEMOCRAT LIBERAL,
68128,CIOBANU IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
69170,MIU ION CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
65379,MARICESCU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
125757,GEALAPU VERGIL,61,PARTIDUL SOCIAL DEMOCRAT,
67648,DINU CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
127411,NEGREANU ION,61,PARTIDUL SOCIAL DEMOCRAT,
17209,VOICU DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
128301,BĂRĂSCU IULIAN,61,PARTIDUL SOCIAL DEMOCRAT,
128962,ȘĂRPĂU DĂNUȚ,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
129317,ISTRATE LUCIIAN,61,PARTIDUL SOCIAL DEMOCRAT,
131274,MOLDOVEANU IOAN - ALIN,15,PARTIDUL DEMOCRAT LIBERAL,
67737,NĂSTASE N. ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
68280,BĂRBOIU LUISA MARIOARA,61,PARTIDUL SOCIAL DEMOCRAT,
68048,NAIE RADU,62,UNIUNEA SOCIAL LIBERALĂ,
135164,NEACȘU MIHAI,15,PARTIDUL DEMOCRAT LIBERAL,
133330,DAVID EUGEN EDUARD,62,UNIUNEA SOCIAL LIBERALĂ,
179935,BUNEA MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
135547,DAVIDESCU DANIEL BOGDAN,62,UNIUNEA SOCIAL LIBERALĂ,
13276,FRĂTICĂ - DRAGOMIR TUDOR - FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,
13169,PENDIUC TUDOR,62,UNIUNEA SOCIAL LIBERALĂ,
65707,IOSIF I MARIAN,15,PARTIDUL DEMOCRAT LIBERAL,
67773,MOCĂNESCU GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
126905,POPESCU V CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
65431,NĂSTASE CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
65921,BĂDĂU DĂNUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
74028,PAVEL ION,15,PARTIDUL DEMOCRAT LIBERAL,
66697,GHEORGHE VICTOR,62,UNIUNEA SOCIAL LIBERALĂ,
66731,BĂTRÂNU ION,62,UNIUNEA SOCIAL LIBERALĂ,
17968,BANZEA ION,15,PARTIDUL DEMOCRAT LIBERAL,
65501,VĂRZARU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
67470,OPREA FLORENTIN,15,PARTIDUL DEMOCRAT LIBERAL,
104387,SOARE DORINEL,61,PARTIDUL SOCIAL DEMOCRAT,
130892,DRĂGAN NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
132716,ALEXANDRU DANIEL,15,PARTIDUL DEMOCRAT LIBERAL,
133795,DINULESCU MARGARETA,62,UNIUNEA SOCIAL LIBERALĂ,
136241,BARDAȘ DORU,15,PARTIDUL DEMOCRAT LIBERAL,
66081,NICULAE TRAIAN,62,UNIUNEA SOCIAL LIBERALĂ,
135431,SANDU VALERICĂ,57,PARTIDUL POPORULUI - DAN DIACONESCU,
66401,EFTIMIE SIMION,61,PARTIDUL SOCIAL DEMOCRAT,
19249,SLĂTINEANU DUMITRU DORU,62,UNIUNEA SOCIAL LIBERALĂ,
13365,DASCĂLU NICOLAE LIVIU,57,PARTIDUL POPORULUI - DAN DIACONESCU,
15901,TUDOSE ELISAVETA,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
13301,GEORGESCU ION,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br> http://www.pna.ro/comunicat.xhtml?id=5031 </br>
15493,PANȚERU DORIN - FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
14851,ȘTEFAN ION,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=3893 </br> http://www.pna.ro/comunicat.xhtml?id=4701 </br>
50022,SANDU ION,31,PARTIDUL NAȚIONAL LIBERAL,
19338,RIZEA FLORIAN,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
13490,ANDREI CĂLIN - IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
13524,BONCOI ION,15,PARTIDUL DEMOCRAT LIBERAL,
15830,BACIU VIRGIL,15,PARTIDUL DEMOCRAT LIBERAL,
13622,DIACONU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
13187,STANCU GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
68404,DICU ION,61,PARTIDUL SOCIAL DEMOCRAT,
13819,SAVA VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
13891,NĂFTĂNĂILĂ ION,15,PARTIDUL DEMOCRAT LIBERAL,
14753,ALECU EVLAMPIE,62,UNIUNEA SOCIAL LIBERALĂ,
13999,ȘTEFAN BENONIE,57,PARTIDUL POPORULUI - DAN DIACONESCU,
14049,STOICAN GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
14085,IVAN VASILE BEBE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
14922,SANDA GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
14165,DRAGNEA NICULAIE,62,UNIUNEA SOCIAL LIBERALĂ,
14272,VOICAN ION,62,UNIUNEA SOCIAL LIBERALĂ,
14352,CĂTĂNEA DORIN,62,UNIUNEA SOCIAL LIBERALĂ,
15741,MATEESCU VIRGIL - REMO,62,UNIUNEA SOCIAL LIBERALĂ,
14405,PROCA FLORIN - BOGDAN,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
14584,GÎRLEANU ION,62,UNIUNEA SOCIAL LIBERALĂ,
15402,TOADER ION,61,PARTIDUL SOCIAL DEMOCRAT,
74931,IONESCU ION,61,PARTIDUL SOCIAL DEMOCRAT,http://www.pna.ro/comunicat.xhtml?id=4342 </br> http://www.pna.ro/comunicat.xhtml?id=4343 </br>
15108,IONESCU GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
15313,MINCULETE GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
15983,VIȘAN IONEL DRAGOȘ,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
16132,CERNĂTESCU GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
43279,ANDREI PETRE,62,UNIUNEA SOCIAL LIBERALĂ,
16329,SECĂREANU DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
16365,CIOLAN EMILIAN,62,UNIUNEA SOCIAL LIBERALĂ,
16427,GEORGESCU IRINEL,15,PARTIDUL DEMOCRAT LIBERAL,
17101,IONESCU MARIUS - LUIGI,62,UNIUNEA SOCIAL LIBERALĂ,
16472,TARBĂ MIHAI GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
16506,MARIA AURELIAN,62,UNIUNEA SOCIAL LIBERALĂ,
16551,PĂDUREANU ION,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
16908,BEREVOIANU ION,62,UNIUNEA SOCIAL LIBERALĂ,
17334,POȘTOACĂ DAMIAN - ION,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
17049,CRISTESCU ALEXANDRU - ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
17423,PURCARU GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
17913,BONCEA DRAGOȘ - NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
17619,PĂUNA MIRCEA,15,PARTIDUL DEMOCRAT LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
17771,COJOCARU ION,62,UNIUNEA SOCIAL LIBERALĂ,
17851,PĂTRU EUGENIU,62,UNIUNEA SOCIAL LIBERALĂ,
61069,MARIN ION,31,PARTIDUL NAȚIONAL LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4663 </br> http://www.pna.ro/comunicat.xhtml?id=4669 </br> http://www.pna.ro/comunicat.xhtml?id=4701 </br> http://www.pna.ro/comunicat.xhtml?id=5114 </br>
18527,DULAMĂ IONEL,62,UNIUNEA SOCIAL LIBERALĂ,
18670,PALAGHIU MARCIEL,62,UNIUNEA SOCIAL LIBERALĂ,
18554,LANGER NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
19141,IATAGAN CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4701 </br>
19392,MARIA FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,
19631,DINA VASILE,57,PARTIDUL POPORULUI - DAN DIACONESCU,
100521,BARBU NICOLAE,999,CANDIDAT INDEPENDENT,
19999,DICĂ - HRISTU CRISTIAN,62,UNIUNEA SOCIAL LIBERALĂ,
20055,POȘIRCĂ LIVIU - EUGEN,15,PARTIDUL DEMOCRAT LIBERAL,
20063,TARBĂ NICOLAE,31,PARTIDUL NAȚIONAL LIBERAL,
179891,GRĂDINARU VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
67014,ȘERBAN A. VASILE,61,PARTIDUL SOCIAL DEMOCRAT,
40633,HERMENEANU GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
40492,BÎRLĂDEANU DOREL VALERIU,61,PARTIDUL SOCIAL DEMOCRAT,
40991,PÂTEA MARIAN - FLORIN,31,PARTIDUL NAȚIONAL LIBERAL,
65609,BUDOIU ADRIEAN,15,PARTIDUL DEMOCRAT LIBERAL,
41471,CLINCIU NICULAE,61,PARTIDUL SOCIAL DEMOCRAT,
65645,IORDACHE GH. FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,
65477,STROE CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
67407,VLĂDULESCU DRAGOȘ,62,UNIUNEA SOCIAL LIBERALĂ,
65342,BORIGA GABRIEL FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4932 </br>
66526,POPA GEORGETA,62,UNIUNEA SOCIAL LIBERALĂ,
68002,ALEXANDRU CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
68182,MORARU MIHAI LAURENȚIU,62,UNIUNEA SOCIAL LIBERALĂ,
68565,VOICU PETRE,61,PARTIDUL SOCIAL DEMOCRAT,
132805,NANU CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
69615,DRĂGHICI EMIL,999,CANDIDAT INDEPENDENT,
68921,PĂTRU CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
69303,LUNGU GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
69526,SANDU GABRIEL DĂNUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
129503,BARBU C. GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
134899,COSMOIU ELENA,15,PARTIDUL DEMOCRAT LIBERAL,
168675,BUȘAGĂ ION,62,UNIUNEA SOCIAL LIBERALĂ,
168755,GHEORGHE NICOLAE,56,PARTIDUL CONSERVATOR,
169404,PIRNECI DUMITRU,999,CANDIDAT INDEPENDENT,
170220,ȘERBAN I.GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
171469,MUȘAT GHEORGHE - DANIEL,62,UNIUNEA SOCIAL LIBERALĂ,
171628,OPREA CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
172153,SANDU I. ION,62,UNIUNEA SOCIAL LIBERALĂ,
172812,DINA MARIA,62,UNIUNEA SOCIAL LIBERALĂ,
179640,OLTEANU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
179908,COMAN CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
133018,DUMITRACHE ION,15,PARTIDUL DEMOCRAT LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4342 </br> http://www.pna.ro/comunicat.xhtml?id=4343 </br>
128221,PREDA IULIAN,62,UNIUNEA SOCIAL LIBERALĂ,
69063,BRANDUS VIOREL,15,PARTIDUL DEMOCRAT LIBERAL,
169351,POPOLAN GHEORGHE VALERIAN,31,PARTIDUL NAȚIONAL LIBERAL,
110820,DRĂGHICI DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=3766 </br> http://www.pna.ro/comunicat.xhtml?id=5075 </br> http://www.pna.ro/comunicat.xhtml?id=5105 </br>
174496,DANEȘ CĂTĂLIN NICUȘOR,62,UNIUNEA SOCIAL LIBERALĂ,
68789,PÂRVU VALENTIN,62,UNIUNEA SOCIAL LIBERALĂ,
69250,STOICA ROMICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
66152,ȚACHIANU MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
48227,STOICA NICOLAE,31,PARTIDUL NAȚIONAL LIBERAL,
69447,IUGA C. PETRU,15,PARTIDUL DEMOCRAT LIBERAL,
130954,SAMSON CONSTANTIN,50,PARTIDUL VERDE,
130981,STĂTESCU CIPRIAN GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
131899,NEGOTEI OCTAVIAN,62,UNIUNEA SOCIAL LIBERALĂ,
131988,BÎGIU IULIAN - CRISTIAN,62,UNIUNEA SOCIAL LIBERALĂ,
132315,STOICA GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
65681,IACOBUȚĂ DAN EUGEN,61,PARTIDUL SOCIAL DEMOCRAT,
68253,ALBU MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
132404,UNGUREANU GHEORGHE ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
133161,MORĂRESCU COSTEL,15,PARTIDUL DEMOCRAT LIBERAL,
