siruta,primar,id_partid_principal,nume_partid_principal,linkp
112129,RUJOI MARINER - CLAUDIU,15,PARTIDUL DEMOCRAT LIBERAL,
112245,CIURU IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
112263,ANDRONIE S GRIGORE,15,PARTIDUL DEMOCRAT LIBERAL,
112334,PĂTĂȘANU ȘTEFAN,15,PARTIDUL DEMOCRAT LIBERAL,
112806,BOCEANU DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,
112469,BALICA I HORIA,15,PARTIDUL DEMOCRAT LIBERAL,
109773,GHERGHE CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
109826,TRUȘCĂ CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
111685,PASĂRE RADU,62,UNIUNEA SOCIAL LIBERALĂ,
110232,RUGINĂ C NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
110296,OHIMA - MÂNDRUȚ VALENTIN,62,UNIUNEA SOCIAL LIBERALĂ,
112548,STĂNCIOIU STELIAN,62,UNIUNEA SOCIAL LIBERALĂ,
113894,COSTAICHE NISTOR,62,UNIUNEA SOCIAL LIBERALĂ,
51305,BĂLAN SILVESTRU,31,PARTIDUL NAȚIONAL LIBERAL,
52035,BOTOȘ ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
51010,VELA ION MARCEL,62,UNIUNEA SOCIAL LIBERALĂ,
111097,LĂDARU AL OVIDIU GABRIEL,15,PARTIDUL DEMOCRAT LIBERAL,
110875,BORUGĂ GHE ALEXANDRU,62,UNIUNEA SOCIAL LIBERALĂ,
111863,ROGOVEANU JEAN,15,PARTIDUL DEMOCRAT LIBERAL,
51387,POPOVICI TIBERIUS,61,PARTIDUL SOCIAL DEMOCRAT,
50790,STEPANESCU MIHAI,62,UNIUNEA SOCIAL LIBERALĂ,
52115,JURESCU ION,62,UNIUNEA SOCIAL LIBERALĂ,
50889,ROMÂNU GHEORGHE,31,PARTIDUL NAȚIONAL LIBERAL,
51243,VELA PETRU,61,PARTIDUL SOCIAL DEMOCRAT,
53167,VLASICI MARIAN,31,PARTIDUL NAȚIONAL LIBERAL,
50969,CISMĂNEANȚU GABRIEL EUGEN,15,PARTIDUL DEMOCRAT LIBERAL,
50987,CIOBÎCĂ MIRCEA - GICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
51662,BORDEA IOSIF GABRIEL,49,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,
51118,URSU DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,
51626,ROȘCA VIOREL - MITEA,31,PARTIDUL NAȚIONAL LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4562 </br>
51207,MĂLĂIESCU LUCA,62,UNIUNEA SOCIAL LIBERALĂ,
51332,BARBESCU ROMULUS,31,PARTIDUL NAȚIONAL LIBERAL,
51699,COILĂ GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
51500,LUCA AUREL CORIOLAN,62,UNIUNEA SOCIAL LIBERALĂ,
51546,MIHĂILESCU PETRU,56,PARTIDUL CONSERVATOR,
51573,STOICU ADRIAN - SERGIU,31,PARTIDUL NAȚIONAL LIBERAL,
51751,SURU VICHENTE,62,UNIUNEA SOCIAL LIBERALĂ,
51804,RADAN MIHAI,4,UNIUNEA CROAȚILOR DIN ROMÂNIA,
52062,HÎRȚAUCĂ ION - ILIE,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
51877,BOAMBEȘ DANIEL,31,PARTIDUL NAȚIONAL LIBERAL,
52696,MOISE ELENA,31,PARTIDUL NAȚIONAL LIBERAL,
51948,PERCEA GHEORGHE,31,PARTIDUL NAȚIONAL LIBERAL,
51984,ORBULESCU ION,31,PARTIDUL NAȚIONAL LIBERAL,
52160,NOVĂCESCU NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
52650,OANĂ DĂNUȚ,61,PARTIDUL SOCIAL DEMOCRAT,
52721,LORINȚ PETRU,62,UNIUNEA SOCIAL LIBERALĂ,
5309,RUSU IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
52785,BORDUZ IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
52954,CRĂCIUN DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,
52856,STOIA ION,31,PARTIDUL NAȚIONAL LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4562 </br>
52936,CRÎSNIC PETRU - NOVAC,62,UNIUNEA SOCIAL LIBERALĂ,
52990,MOȘOARCĂ ION,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4562 </br>
53023,HAȚEGAN PETRU,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
53069,CANEA ILIE,31,PARTIDUL NAȚIONAL LIBERAL,
53103,LALA ION,62,UNIUNEA SOCIAL LIBERALĂ,
53130,VELESCU ION,62,UNIUNEA SOCIAL LIBERALĂ,
53210,BEG NICOLAE,31,PARTIDUL NAȚIONAL LIBERAL,
53247,PUȘCAȘ TRAIAN,62,UNIUNEA SOCIAL LIBERALĂ,
53675,LECHICI ILIE MIRCO,31,PARTIDUL NAȚIONAL LIBERAL,
53274,PANDURU IANCU,31,PARTIDUL NAȚIONAL LIBERAL,
53425,POPOVICI IOAN,31,PARTIDUL NAȚIONAL LIBERAL,
53327,BADERCA IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
53372,POP PETRU,62,UNIUNEA SOCIAL LIBERALĂ,
53577,VERINDEANU PAVEL,62,UNIUNEA SOCIAL LIBERALĂ,
53639,CIUREA MAGDALENA VALERIA,15,PARTIDUL DEMOCRAT LIBERAL,
53728,SOLOMONESC ADORIAN,61,PARTIDUL SOCIAL DEMOCRAT,
53755,DAMINESCU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
53791,POPLICEAN ION,31,PARTIDUL NAȚIONAL LIBERAL,
54056,ROMA GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4460 </br>
54305,JIVAN AUREL,62,UNIUNEA SOCIAL LIBERALĂ,
54412,HARAMBAȘA PETRU,61,PARTIDUL SOCIAL DEMOCRAT,
54270,DAMIAN ROMULUS - MARIUS,61,PARTIDUL SOCIAL DEMOCRAT,
54350,FARA PETRU,61,PARTIDUL SOCIAL DEMOCRAT,
54485,BLAGA GHEORGHE SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
54500,MUȘA DĂNUȚ IONEL,61,PARTIDUL SOCIAL DEMOCRAT,
54699,IȘFAN VIOREL,31,PARTIDUL NAȚIONAL LIBERAL,
54537,DAMIAN ION - IACOB,62,UNIUNEA SOCIAL LIBERALĂ,
54573,MOATĂ GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
54617,SCOROBETE ION,61,PARTIDUL SOCIAL DEMOCRAT,http://www.pna.ro/comunicat.xhtml?id=4867 </br>
79736,VULPE DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
80365,ALPREDI GHEORGHE,999,CANDIDAT INDEPENDENT,
111220,ȚÎRLUI DORU,15,PARTIDUL DEMOCRAT LIBERAL,
81095,TROACĂ MIHĂIȚĂ - GABRIEL,15,PARTIDUL DEMOCRAT LIBERAL,
111818,GHEORGHECI ION,15,PARTIDUL DEMOCRAT LIBERAL,
82430,SLIVILESCU MARIAN,57,PARTIDUL POPORULUI - DAN DIACONESCU,
86883,BULBUCAN IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
86936,PUPEZĂ DANIEL GHEORGHE SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
87139,BUHĂESCU DĂNUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
87576,GOIA MARCEL ADRIAN,31,PARTIDUL NAȚIONAL LIBERAL,
88644,JURJ IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
89026,OPRIȘONI NELU,15,PARTIDUL DEMOCRAT LIBERAL,
89348,ȘTEFONI DUMITRU - SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
155403,ILAȘ ALGER VIOREL,62,UNIUNEA SOCIAL LIBERALĂ,
110946,CICIC JENICĂ,15,PARTIDUL DEMOCRAT LIBERAL,
90119,LUPULESCU LIVIȚUC,62,UNIUNEA SOCIAL LIBERALĂ,
90725,BĂICONI EUGEN - DOREL,15,PARTIDUL DEMOCRAT LIBERAL,
51449,FURDUI PETRU - NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
90878,MANG NICULIȚĂ,62,UNIUNEA SOCIAL LIBERALĂ,
91731,HUZONI MARINA,62,UNIUNEA SOCIAL LIBERALĂ,
91054,TODONI MIHAI CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
155458,ROMAN PETRU,15,PARTIDUL DEMOCRAT LIBERAL,
91232,OPREAN DUMITRU - IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
155591,TOȚA CORNEL,61,PARTIDUL SOCIAL DEMOCRAT,
91535,CERIȘER NICOLAE,999,CANDIDAT INDEPENDENT,
91624,PĂSCONI TIBERIU,62,UNIUNEA SOCIAL LIBERALĂ,
110027,MURDEALĂ IACOB,15,PARTIDUL DEMOCRAT LIBERAL,
109924,DUNĂRINȚU IONEL - RAFAEL,15,PARTIDUL DEMOCRAT LIBERAL,
112995,PĂTRAȘCU I GEORGICĂ,15,PARTIDUL DEMOCRAT LIBERAL,
110456,STOICAN CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
112370,STOICAN GHE ION,15,PARTIDUL DEMOCRAT LIBERAL,
156106,STOI CONSTANTIN - CRISTIAN,62,UNIUNEA SOCIAL LIBERALĂ,
156311,MUIA MARCEL,62,UNIUNEA SOCIAL LIBERALĂ,
156534,ROSOCA PETRU,15,PARTIDUL DEMOCRAT LIBERAL,
156623,TILIHOI SORIN,15,PARTIDUL DEMOCRAT LIBERAL,
159446,IGNUȚA DORIN,15,PARTIDUL DEMOCRAT LIBERAL,
157004,CIZMAS MIOMIR - DOBRIVOI,15,PARTIDUL DEMOCRAT LIBERAL,
157031,STOICA DĂNUȚ TOMA,15,PARTIDUL DEMOCRAT LIBERAL,
157086,COZAROV RAUL,15,PARTIDUL DEMOCRAT LIBERAL,
157273,HOTEAN VICTOR,62,UNIUNEA SOCIAL LIBERALĂ,
157317,CRISTEȚI FLORENTIN GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
157497,MUNTEANU IOAN - GHEORGHE,31,PARTIDUL NAȚIONAL LIBERAL,
157923,MASCOVESCU IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
157362,FILIPIAC VALERIU - NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
158779,OPREA VENUS,15,PARTIDUL DEMOCRAT LIBERAL,
157898,MUNTEAN LIVIU,15,PARTIDUL DEMOCRAT LIBERAL,
158065,FĂRCĂLĂU IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
159437,PETRICAȘ MIHAI,62,UNIUNEA SOCIAL LIBERALĂ,
113625,RĂDUCAN MARIAN ION,15,PARTIDUL DEMOCRAT LIBERAL,
113698,PRUNDEANU - MICĂ CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
159035,CSAKI GAL KAROL ION LUCIAN,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
159142,IDVORIANU GABRIEL,61,PARTIDUL SOCIAL DEMOCRAT,
159491,VARGA ȘTEFAN,31,PARTIDUL NAȚIONAL LIBERAL,
159525,SZABO CSABA - ZOLTAN,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
51056,LUPU MATEI,61,PARTIDUL SOCIAL DEMOCRAT,
52570,BĂCILĂ PIȚU SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
52909,TISMĂNARIU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
51840,PRĂSNESCU GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
53513,RADOVANCOVICI OMER,15,PARTIDUL DEMOCRAT LIBERAL,
82779,PÎRJOL CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
80846,GAȘPĂR GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
156669,IACOB SLAVOLUB,61,PARTIDUL SOCIAL DEMOCRAT,
157424,BOCIU IONEL - SABIN - EMIL,62,UNIUNEA SOCIAL LIBERALĂ,
53853,KRAMER NICOLAIE,62,UNIUNEA SOCIAL LIBERALĂ,
54109,GHIȚĂ OLGIȚA,15,PARTIDUL DEMOCRAT LIBERAL,
112904,DOSCOCIL VICTOR,15,PARTIDUL DEMOCRAT LIBERAL,
112959,ROATĂ MIHAI,15,PARTIDUL DEMOCRAT LIBERAL,
113233,COVLEA NANDI,62,UNIUNEA SOCIAL LIBERALĂ,
113466,VAMVU EPURE COSTINEL MARINICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
113929,SPUZĂ N VIOREL,56,PARTIDUL CONSERVATOR,
114079,CĂPRARU DAN,62,UNIUNEA SOCIAL LIBERALĂ,
159213,BIRAU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
159482,BUICU DRAGOȘ - IOAN,31,PARTIDUL NAȚIONAL LIBERAL,
159507,TOMA CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
12055,ERDŐS VALENTIN,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
12091,TOMUȚA DANIEL - SORIN,31,PARTIDUL NAȚIONAL LIBERAL,
12126,JURA IOAN DIMITRIE,62,UNIUNEA SOCIAL LIBERALĂ,
12144,BRĂNEȚ EMILIA,15,PARTIDUL DEMOCRAT LIBERAL,
9262,FALCĂ GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
9280,OTLACAN EMIL - NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
155528,GROZA DĂNUȚ,15,PARTIDUL DEMOCRAT LIBERAL,
9333,ȘERB MILITON,15,PARTIDUL DEMOCRAT LIBERAL,
10104,FAUR GABRIEL,62,UNIUNEA SOCIAL LIBERALĂ,
10346,CIALMA PAVEL,15,PARTIDUL DEMOCRAT LIBERAL,
10765,ȚOLE FLORIN,999,CANDIDAT INDEPENDENT,
11352,PAPP ATILA IOSIF,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
10051,CIEV AVRAM,15,PARTIDUL DEMOCRAT LIBERAL,
9397,CRIȘAN IOAN,61,PARTIDUL SOCIAL DEMOCRAT,
155261,MALAC VICTOR,62,UNIUNEA SOCIAL LIBERALĂ,
9459,BURDAN GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
8425,RESIGA IOAN ALEXANDRU,15,PARTIDUL DEMOCRAT LIBERAL,
1151,SIMINA NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
155911,DUȚA LEONTIN,15,PARTIDUL DEMOCRAT LIBERAL,
1455,ANDREȘ IOAN CĂLIN,62,UNIUNEA SOCIAL LIBERALĂ,
2130,TODEA PETRU TIBERIU,15,PARTIDUL DEMOCRAT LIBERAL,
8229,LAZEA NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
2381,JURJ VASILE - MARIN,31,PARTIDUL NAȚIONAL LIBERAL,
2577,HELER SANDU,15,PARTIDUL DEMOCRAT LIBERAL,
4008,TUHUȚ RADU MARCEL,62,UNIUNEA SOCIAL LIBERALĂ,
4525,VÎRCIU MARIN,15,PARTIDUL DEMOCRAT LIBERAL,
4767,NICOLA MARIN,15,PARTIDUL DEMOCRAT LIBERAL,
6271,AVRAM ILIE,15,PARTIDUL DEMOCRAT LIBERAL,
7446,CORCHEȘ SORIN CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
7197,COSTEA CRISTIAN VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
11058,ȚOCA ADRIAN,15,PARTIDUL DEMOCRAT LIBERAL,
11174,BANCI MIHAELA,62,UNIUNEA SOCIAL LIBERALĂ,
11762,GROZA VIOREL - MARIUS,15,PARTIDUL DEMOCRAT LIBERAL,
12689,GIURGELEA RADU - TIBERIU,15,PARTIDUL DEMOCRAT LIBERAL,
28193,IENCIU GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
26920,SÎRGHIE COSTEL - NELU,15,PARTIDUL DEMOCRAT LIBERAL,
27007,PORGE FLORIN - IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
12224,INCICĂU SIMION,15,PARTIDUL DEMOCRAT LIBERAL,
158109,DUMITRAȘ CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
12288,MARIȘ ROVIN,15,PARTIDUL DEMOCRAT LIBERAL,
12509,FARCAȘIU FLORIN,31,PARTIDUL NAȚIONAL LIBERAL,
155546,CRAȘOVAN DĂNUȚ,61,PARTIDUL SOCIAL DEMOCRAT,
12340,DEMA FLORIN - LIVIU,31,PARTIDUL NAȚIONAL LIBERAL,
12368,BOT VALENTIN,15,PARTIDUL DEMOCRAT LIBERAL,
155662,LĂZĂRESCU IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
12643,NEGREI IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
156259,CRĂCIUN NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
155724,BOHANCANU IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
12778,TOADER MARIAN,15,PARTIDUL DEMOCRAT LIBERAL,
12812,MOȚ ION FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,http://www.pna.ro/comunicat.xhtml?id=4202 </br> http://www.pna.ro/comunicat.xhtml?id=4213 </br> http://www.pna.ro/comunicat.xhtml?id=4660 </br>
12849,SIMANDI ALEXANDRU,15,PARTIDUL DEMOCRAT LIBERAL,
159428,TOMULEA LIVIU - ȘTEFAN,62,UNIUNEA SOCIAL LIBERALĂ,
158528,ION DAN FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,
12876,VIDRAN DOREL GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
12920,ANDRONIC AURELIAN - REGINALD,15,PARTIDUL DEMOCRAT LIBERAL,
155289,CĂDARIU VASILE - DOREL,49,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,
158564,TODAȘCĂ ILIE,15,PARTIDUL DEMOCRAT LIBERAL,
158608,MAGDIN SIMONA,15,PARTIDUL DEMOCRAT LIBERAL,
158653,COMAN CLAUDIU - FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
158733,POPOVICI VIOREL,62,UNIUNEA SOCIAL LIBERALĂ,
158859,SÎNTEAN COSMIN GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
158966,NEȘCU IOSIF - IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
10649,NEAGA OVIDIU MIRCEA,62,UNIUNEA SOCIAL LIBERALĂ,
11478,HERBEI IOAN - NUȚU,62,UNIUNEA SOCIAL LIBERALĂ,
26840,BALAJ GHEORGHE - IULIAN,31,PARTIDUL NAȚIONAL LIBERAL,
10701,BURTĂ LIVIU - TRAIAN,61,PARTIDUL SOCIAL DEMOCRAT,
10827,SELEGEAN CORNELIU NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
157530,GRAUR VASILE,15,PARTIDUL DEMOCRAT LIBERAL,
156712,NACOV GHEORGHE,1,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,
11236,POPA CORNEL,15,PARTIDUL DEMOCRAT LIBERAL,
11398,MERCEA IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
11423,HAÁSZ TIBERIU,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
11584,ANTAL PETRU,15,PARTIDUL DEMOCRAT LIBERAL,
11637,KOVACS EMERIC,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
29403,MAN IOAN FLORIAN,61,PARTIDUL SOCIAL DEMOCRAT,
30773,BOTA GHEORGHE - IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
29760,HANZA NICOLAE,31,PARTIDUL NAȚIONAL LIBERAL,
9574,JICHICI IOSIF - MIRCEA,61,PARTIDUL SOCIAL DEMOCRAT,
10872,POPI - MORODAN CORNELIU,61,PARTIDUL SOCIAL DEMOCRAT,
10916,BĂTRÂNUȚ PETRU - CLAUDIU,62,UNIUNEA SOCIAL LIBERALĂ,
10943,MOȚICA ANA LENUȚA,62,UNIUNEA SOCIAL LIBERALĂ,
11539,NICOARĂ PETRU,15,PARTIDUL DEMOCRAT LIBERAL,
11995,BRANC CRISTIAN,62,UNIUNEA SOCIAL LIBERALĂ,
11842,VODICEAN IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
11940,CHEȘA ILIE,15,PARTIDUL DEMOCRAT LIBERAL,
12402,JURJESCU DOREL - MARINEL,62,UNIUNEA SOCIAL LIBERALĂ,
11735,DRĂGAN DAN - LUCIAN,15,PARTIDUL DEMOCRAT LIBERAL,
12457,PLEȘ GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
12572,MICLEA MIRCEA - EUGEN,15,PARTIDUL DEMOCRAT LIBERAL,
11502,MUSCA ȘTEFAN,62,UNIUNEA SOCIAL LIBERALĂ,
31609,ILLE AUREL - DAN,15,PARTIDUL DEMOCRAT LIBERAL,
89954,CHIOREAN ALIN - TRAIAN,62,UNIUNEA SOCIAL LIBERALĂ,
156801,AVRAM MARCEL,15,PARTIDUL DEMOCRAT LIBERAL,
157193,URSU TIMOTEI - IONEL,15,PARTIDUL DEMOCRAT LIBERAL,
157585,COSTA IONEL,62,UNIUNEA SOCIAL LIBERALĂ,
157683,BARTHA FRANCISC,57,PARTIDUL POPORULUI - DAN DIACONESCU,
157736,CURUȚI IONEL,49,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,
27971,DEGĂU SORIN - MIHAI,15,PARTIDUL DEMOCRAT LIBERAL,
28709,BOCȘE RAUL FLORIN,31,PARTIDUL NAȚIONAL LIBERAL,
28889,TULVAN FĂNEL,62,UNIUNEA SOCIAL LIBERALĂ,
30336,PÎLEA CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
56014,CRAINIC VIOREL,62,UNIUNEA SOCIAL LIBERALĂ,
157969,LĂZĂRESCU ION,61,PARTIDUL SOCIAL DEMOCRAT,
12206,TOTOREAN MIRCEA SABIN,15,PARTIDUL DEMOCRAT LIBERAL,
159384,NICA ALIN - ADRIAN,31,PARTIDUL NAȚIONAL LIBERAL,
92097,BUREANĂ RADU - EMIL,62,UNIUNEA SOCIAL LIBERALĂ,
87291,CAZACU FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
87362,FURDUI OVIDIU ILIE,62,UNIUNEA SOCIAL LIBERALĂ,
87745,FĂRCAȘ ROMEO HORIA,62,UNIUNEA SOCIAL LIBERALĂ,
88092,DINIȘ DAMIAN,62,UNIUNEA SOCIAL LIBERALĂ,
88350,JURCA HORIA FLAVIUS,15,PARTIDUL DEMOCRAT LIBERAL,
88546,LAZĂR TEODOR,62,UNIUNEA SOCIAL LIBERALĂ,
91937,ROVINAR MIRCEA ION,62,UNIUNEA SOCIAL LIBERALĂ,
88788,ACHIM - MĂRCUȘ TRAIAN,62,UNIUNEA SOCIAL LIBERALĂ,
88868,GHILEAN MIRCEA - FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
158010,SOBOLU ALEODOR GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
88920,SUBA MIREL - ION,62,UNIUNEA SOCIAL LIBERALĂ,
89080,IACOB TIBERIU,62,UNIUNEA SOCIAL LIBERALĂ,
89687,NAN SILVIU,62,UNIUNEA SOCIAL LIBERALĂ,
90208,DUD CĂLIN - DORIN,62,UNIUNEA SOCIAL LIBERALĂ,
90805,FAUR IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
91447,TĂMAȘ OCTAVIAN - TIBERIU,62,UNIUNEA SOCIAL LIBERALĂ,
91795,FOLESCU MILU,15,PARTIDUL DEMOCRAT LIBERAL,
92177,NISTOR SORIN - IONEL,15,PARTIDUL DEMOCRAT LIBERAL,
158181,SAS IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
9538,ABRUDAN CĂLIN - ILIE,31,PARTIDUL NAȚIONAL LIBERAL,
159071,BARBONI IOSIF VALERIU,62,UNIUNEA SOCIAL LIBERALĂ,
9360,BĂBĂU IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
10453,MOLDOVAN PETRICĂ,15,PARTIDUL DEMOCRAT LIBERAL,
9495,A.ANIȚEI NICOLAE - MIHAIL,15,PARTIDUL DEMOCRAT LIBERAL,
12912,ALMÁSI VICENȚIU - PAVEL,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
12938,PETRI DOINA,15,PARTIDUL DEMOCRAT LIBERAL,
159464,SAVU LUCHIAN,15,PARTIDUL DEMOCRAT LIBERAL,
12242,RADITA AUREL - MIRCEA,15,PARTIDUL DEMOCRAT LIBERAL,
158314,PAVEL TEODOR,31,PARTIDUL NAȚIONAL LIBERAL,
158396,GOLUBOV ILIE,62,UNIUNEA SOCIAL LIBERALĂ,
159393,CARCEA GHEORGHE DOREL,15,PARTIDUL DEMOCRAT LIBERAL,
29948,POPA IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
159419,NASTOR GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
159455,STOIAN SAVA,62,UNIUNEA SOCIAL LIBERALĂ,
155494,POSTELNICU DARIUS - ADRIAN,15,PARTIDUL DEMOCRAT LIBERAL,
155760,RUSU RAIMOND - OVIDIU,62,UNIUNEA SOCIAL LIBERALĂ,
156589,GRECU MIRCEA,57,PARTIDUL POPORULUI - DAN DIACONESCU,
156277,ILAȘ GABRIEL,62,UNIUNEA SOCIAL LIBERALĂ,
156437,ȘTEFĂNESCU OVIDIU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
156767,IHASZ IOAN,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
157246,BUNESCU VIRGIL,62,UNIUNEA SOCIAL LIBERALĂ,
157451,SUCIU ILIE,15,PARTIDUL DEMOCRAT LIBERAL,
10006,GUȚU IOAN,15,PARTIDUL DEMOCRAT LIBERAL,
89801,JIBETEAN IOAN DORIN,62,UNIUNEA SOCIAL LIBERALĂ,
86687,MĂRGINEAN PETRU,62,UNIUNEA SOCIAL LIBERALĂ,
86749,ADAM DANIELA - MARIA,62,UNIUNEA SOCIAL LIBERALĂ,
86810,ARION VIOREL,15,PARTIDUL DEMOCRAT LIBERAL,
88216,HERCIU RADU,62,UNIUNEA SOCIAL LIBERALĂ,
87424,IOVANESC FILIP ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
87665,RÎȘTEIU EMIL - IOAN,999,CANDIDAT INDEPENDENT,
155797,LAZA GHEORGHE FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,
88047,PANȚA NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
89151,TICULA MIRON,62,UNIUNEA SOCIAL LIBERALĂ,
89240,CÎMPIAN PETRU ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
89856,OMOTA GABRIEL MARIUS,999,CANDIDAT INDEPENDENT,
89428,PĂDUREAN OVIDIU IOSIF,62,UNIUNEA SOCIAL LIBERALĂ,
156473,CAREBIA PETRU,62,UNIUNEA SOCIAL LIBERALĂ,
90066,ACHIM CIPRIAN GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
90431,VOINA LEOREAN - CASIAN,62,UNIUNEA SOCIAL LIBERALĂ,
91330,IRIMIE MIHAI GABRIEL,5,PARTIDUL ROMÂNIA MARE,
91982,HENȚIU IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
